eye_timestamp,eye1_x_coordinate,eye1_y_coordinate,eye1_pupil_size,eye2_x_coordinate,eye2_y_coordinate,eye2_pupil_size,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1
7157,1,2,499.52,58.38,39.09,4.51,1,1404.73,506.58,1177.61,499.52,18.45,18.45,4.23,19.51,19.51,4.51,1400.07,510.47,1406.27,510.38,1175.78,503.96,1181.62,504.04,385.22,327.72,401.19,321.78,0,1,1,2,-1,-1,-13.98,58.38,739.1,39.09,60.62,748.12,-0.06,0.11,-0.99,0,0.14,-0.99,0,0,0
7158,1,2,499.32,58.5,38.99,4.49,1,1405.3,506.02,1177.77,499.32,18.62,18.62,4.22,19.5,19.5,4.49,1400.45,510.27,1406.47,510.33,1176.12,503.5,1182.09,503.5,355.15,296.45,424.61,333.01,0,1,1,2,-1,-1,-14.07,58.5,740.21,38.99,60.72,747.96,-0.07,0.13,-0.99,0.01,0.12,-0.99,0,0,0
7159,1,2,498.49,58.52,38.98,4.47,1,1405.36,505.87,1177.97,498.49,18.45,18.45,4.2,19.48,19.48,4.47,1400.66,510.23,1406.73,510.27,1176.42,503.28,1182.3,503.29,374.24,293.6,439.26,293.55,0,1,1,2,-1,-1,-14.13,58.52,740.3,38.98,60.85,748.9,-0.06,0.13,-0.99,0.02,0.15,-0.99,0,0,0
7160,1,2,498.61,58.5,38.98,4.45,1,1405.87,506.29,1178.26,498.61,18.46,18.46,4.18,19.23,19.23,4.45,1400.98,510.43,1407.05,510.34,1176.5,503.24,1182.4,503.23,360.82,306.34,429.4,306.13,0,1,1,2,-1,-1,-14.21,58.5,740.43,38.98,60.9,749.33,-0.07,0.12,-0.99,0.01,0.14,-0.99,0,0,0
7161,1,2,498.78,58.38,38.93,4.43,1,1406,506.42,1178.47,498.78,18.32,18.32,4.16,19.39,19.39,4.43,1401.17,510.72,1407.31,510.77,1176.63,503.31,1182.6,503.24,369.03,296.2,427.07,313.52,0,1,1,2,-1,-1,-14.25,58.38,740,38.93,60.87,749.08,-0.07,0.13,-0.99,0.01,0.14,-0.99,0,0,0
7162,1,2,498.95,58.43,38.82,4.42,1,1406.07,506.97,1178.71,498.95,18.32,18.32,4.15,19.37,19.37,4.42,1401.54,511.18,1407.46,511.21,1177.03,503.5,1183.06,503.45,380.25,299.25,435.53,309.16,0,1,1,2,-1,-1,-14.35,58.43,741.99,38.82,60.81,748.94,-0.06,0.12,-0.99,0.01,0.14,-0.99,0,0,0
7163,1,2,499.63,58.24,38.8,4.42,1,1406.35,507.56,1179.1,499.63,18.48,18.48,4.14,19.54,19.54,4.42,1401.67,511.71,1407.75,511.74,1177.37,504.12,1183.26,504.15,379.15,303.17,432.42,311.69,0,1,1,2,-1,-1,-14.38,58.24,741.12,38.8,60.73,749.93,-0.06,0.12,-0.99,0.01,0.14,-0.99,0,0,0
7164,1,2,500.29,57.99,38.8,4.42,1,1406.55,508.04,1179.33,500.29,18.57,18.57,4.14,19.6,19.6,4.42,1401.71,512.31,1407.96,512.24,1177.48,504.41,1183.38,504.37,377.75,300.31,426,338.07,0,1,1,2,-1,-1,-14.38,57.99,739.58,38.8,60.71,750.4,-0.06,0.12,-0.99,0,0.12,-0.99,0,0,0
7165,1,2,500.27,57.94,38.78,4.42,1,1406.73,508.39,1179.39,500.27,18.41,18.41,4.13,19.56,19.56,4.42,1401.97,512.51,1408.18,512.41,1177.63,504.52,1183.53,504.5,380.46,308.56,428.95,328.46,0,1,1,2,-1,-1,-14.44,57.94,739.53,38.78,60.71,750.77,-0.06,0.12,-0.99,0.01,0.13,-0.99,0,0,0
7166,1,2,500.23,57.94,38.78,4.42,1,1406.89,508.26,1179.66,500.23,18.41,18.41,4.13,19.39,19.39,4.42,1402.12,512.58,1408.27,512.44,1177.8,504.63,1183.67,504.57,380.09,302.44,425.9,318.35,0,1,1,2,-1,-1,-14.47,57.94,739.69,38.78,60.74,751.34,-0.06,0.13,-0.99,0,0.13,-0.99,0,0,0
7167,1,2,500.08,57.9,38.81,4.41,1,1406.55,508.42,1179.83,500.08,18.44,18.44,4.12,19.32,19.32,4.41,1402.09,512.52,1408.28,512.4,1177.88,504.65,1183.71,504.57,390.17,314.44,424.39,308.51,0,1,1,2,-1,-1,-14.46,57.9,739.06,38.81,60.8,752.2,-0.05,0.12,-0.99,0,0.14,-0.99,0,0,0
7168,1,2,500.75,57.91,38.84,4.42,1,1406.59,508.26,1179.39,500.75,18.77,18.77,4.13,19.74,19.74,4.42,1401.88,512.42,1408.06,512.32,1177.71,504.59,1183.63,504.56,382.36,309.81,429.19,362.45,0,1,1,2,-1,-1,-14.4,57.91,738.84,38.84,60.81,752.19,-0.06,0.12,-0.99,0.01,0.11,-0.99,0,0,0
7169,1,2,500.6,57.93,38.86,4.43,1,1406.43,508.14,1179.29,500.6,18.37,18.37,4.12,19.8,19.8,4.43,1401.71,512.35,1407.86,512.36,1177.58,504.75,1183.52,504.65,383.2,307.62,428.92,340.15,0,1,1,2,-1,-1,-14.36,57.93,739.12,38.86,60.78,752.14,-0.06,0.12,-0.99,0.01,0.12,-0.99,0,0,0
7170,1,2,500.62,58.04,38.87,4.42,1,1406.44,507.95,1179.55,500.62,18.6,18.6,4.13,19.38,19.38,4.42,1401.64,512.33,1407.63,512.38,1177.45,505.17,1183.42,505.21,379,301.57,420.46,308.11,0,1,1,2,-1,-1,-14.35,58.04,740.49,38.87,60.64,751.83,-0.07,0.13,-0.99,-0.01,0.14,-0.99,0,0,0
7171,1,2,500.82,58.04,38.92,4.42,1,1406.1,508.39,1178.89,500.82,18.55,18.55,4.13,19.5,19.5,4.42,1401.54,512.54,1407.54,512.52,1177.4,505.36,1183.29,505.34,385.72,308.96,434.77,308.55,0,1,1,2,-1,-1,-14.34,58.04,740.99,38.92,60.64,752.38,-0.06,0.12,-0.99,0.02,0.14,-0.99,0,0,0
7172,1,2,501.14,57.93,38.96,4.42,1,1406.17,508.51,1178.91,501.14,18.35,18.35,4.12,19.37,19.37,4.42,1401.3,512.85,1407.4,512.87,1177.12,505.88,1183.09,505.94,380.09,302.19,429.7,296.38,0,1,1,2,-1,-1,-14.29,57.93,740.69,38.96,60.48,752,-0.07,0.13,-0.99,0.01,0.15,-0.99,0,0,0
7173,1,2,501.86,58.01,39.03,4.43,1,1405.82,508.58,1178.58,501.86,18.42,18.42,4.12,19.73,19.73,4.43,1401.21,512.93,1407.2,513,1176.8,506.34,1182.73,506.28,383.32,298.73,427.19,310.8,0,1,1,2,-1,-1,-14.28,58.01,741.97,39.03,60.37,751.86,-0.06,0.13,-0.99,0.01,0.14,-0.99,0,0,0
7174,1,2,502.06,58,39.14,4.43,1,1405.54,508.78,1178.44,502.06,18.59,18.59,4.12,19.68,19.68,4.43,1400.93,512.99,1406.97,512.96,1176.55,506.45,1182.39,506.4,384.55,304.62,421.69,318.58,0,1,1,2,-1,-1,-14.22,58,741.94,39.14,60.4,752.52,-0.06,0.12,-0.99,0,0.13,-0.99,0,0,0
7175,1,2,502.22,58.04,39.11,4.44,1,1405.89,508.58,1178.77,502.22,18.56,18.56,4.13,19.8,19.8,4.44,1400.85,512.84,1406.91,512.91,1176.56,506.48,1182.49,506.47,369.83,298.33,408.27,326,0,1,1,2,-1,-1,-14.21,58.04,742.11,39.11,60.36,752.25,-0.08,0.13,-0.99,-0.01,0.13,-0.99,0,0,0
7176,1,2,501.6,58.05,38.93,4.45,1,1406.75,508.44,1179.49,501.6,18.57,18.57,4.13,19.8,19.8,4.45,1401.15,512.54,1407.3,512.67,1177.06,506.36,1183.1,506.4,305.02,300.02,397.1,293.65,0,1,1,2,-1,-1,-14.28,58.05,741.43,38.93,60.31,751.34,-0.1,0.12,-0.99,-0.02,0.15,-0.99,0,0,0
7177,1,2,501.67,58.14,39.07,4.44,1,1406.21,508.1,1179.22,501.67,18.7,18.7,4.14,19.48,19.48,4.44,1401.01,512.33,1407.09,512.43,1176.73,506.3,1182.6,506.36,346.14,296.7,380.33,297.32,0,1,1,2,-1,-1,-14.24,58.14,741.89,39.07,60.38,752.08,-0.09,0.13,-0.99,-0.03,0.15,-0.99,0,0,0
7178,1,2,501.79,58.26,39.12,4.44,1,1406.26,507.99,1179.08,501.79,18.75,18.75,4.15,19.67,19.67,4.44,1400.86,512.27,1406.8,512.32,1176.48,506.3,1182.4,506.36,313.47,292.73,367.63,304.1,0,1,1,2,-1,-1,-14.22,58.26,743.09,39.12,60.38,752.06,-0.1,0.13,-0.99,-0.03,0.14,-0.99,0,0,0
7179,1,2,501.46,58.31,39.13,4.46,1,1406.36,508.09,1178.98,501.46,19.1,19.1,4.17,20.02,20.02,4.46,1400.72,512.2,1406.68,512.4,1176.46,506.35,1182.37,506.35,296.36,292.65,371.49,283.24,0,1,1,2,-1,-1,-14.2,58.31,743.83,39.13,60.38,752.11,-0.11,0.13,-0.99,-0.03,0.16,-0.99,0,0,0
7180,1,2,501.93,58.45,39.12,4.47,1,1406.13,508,1179.14,501.93,18.52,18.52,4.17,19.82,19.82,4.47,1400.74,512.32,1406.61,512.4,1176.37,506.57,1182.34,506.47,304.6,287.64,356.39,299.11,0,1,1,2,-1,-1,-14.23,58.45,745.73,39.12,60.3,751.64,-0.1,0.13,-0.99,-0.04,0.14,-0.99,0,0,0
7181,1,2,501.99,58.49,39.12,4.46,1,1406.01,508.15,1178.7,501.99,18.53,18.53,4.17,19.62,19.62,4.46,1400.73,512.37,1406.65,512.45,1176.33,506.65,1182.28,506.59,313.15,289.3,373.73,295.81,0,1,1,2,-1,-1,-14.25,58.49,746.49,39.12,60.27,751.51,-0.09,0.13,-0.99,-0.02,0.15,-0.99,0,0,0
7182,1,2,502.05,58.62,39.1,4.46,1,1406.4,508.06,1178.95,502.05,18.88,18.88,4.18,19.61,19.61,4.46,1400.74,512.3,1406.62,512.37,1176.3,506.52,1182.29,506.56,291.5,286.06,359.82,304.61,0,1,1,2,-1,-1,-14.27,58.62,747.9,39.1,60.25,751.03,-0.11,0.13,-0.99,-0.03,0.14,-0.99,0,0,0
7183,1,2,502.06,58.67,39.07,4.45,1,1406.12,507.97,1178.67,502.06,18.84,18.84,4.19,19.58,19.58,4.45,1400.67,512.21,1406.6,512.36,1176.26,506.4,1182.29,506.45,300.64,284.22,369.19,313.3,0,1,1,2,-1,-1,-14.27,58.67,748.34,39.07,60.21,750.25,-0.1,0.13,-0.99,-0.02,0.13,-0.99,0,0,0
7184,1,2,502.13,58.79,38.99,4.46,1,1406.18,508.06,1178.58,502.13,18.76,18.76,4.2,19.89,19.89,4.46,1400.66,512.13,1406.53,512.27,1176.18,506.29,1182.32,506.39,295.44,286.77,371.19,326.28,0,1,1,2,-1,-1,-14.28,58.79,749.68,38.99,60.11,748.66,-0.11,0.12,-0.99,-0.02,0.12,-0.99,0,0,0
7185,1,2,501.34,58.88,38.98,4.46,1,1406.34,507.58,1178.5,501.34,18.81,18.81,4.21,19.86,19.86,4.46,1400.67,511.96,1406.57,512.12,1176.17,506.15,1182.23,506.25,288.04,275.28,374.68,285.27,0,1,1,2,-1,-1,-14.3,58.88,750.3,38.98,60.11,748.28,-0.11,0.14,-0.98,-0.02,0.16,-0.99,0,0,0
7186,1,2,501.48,58.86,38.98,4.47,1,1406.44,507.52,1178.49,501.48,18.95,18.95,4.22,20.07,20.07,4.47,1400.73,511.81,1406.75,511.92,1176.17,505.96,1182.19,506.07,287.15,277,373.44,303.28,0,1,1,2,-1,-1,-14.32,58.86,749.54,38.98,60.14,748.11,-0.11,0.13,-0.98,-0.02,0.14,-0.99,0,0,0
7187,1,2,501.23,58.93,38.95,4.47,1,1406.35,507.26,1178.76,501.23,18.66,18.66,4.22,19.94,19.94,4.47,1400.97,511.76,1406.92,511.83,1176.27,505.83,1182.26,505.8,297.94,266.52,367.83,303.33,0,1,1,2,-1,-1,-14.38,58.93,750.14,38.95,60.17,747.94,-0.1,0.14,-0.98,-0.03,0.14,-0.99,0,0,0
7188,1,2,501.39,58.92,38.92,4.47,1,1406.47,507.67,1178.7,501.39,18.56,18.56,4.21,19.71,19.71,4.47,1401.1,511.85,1407.06,511.96,1176.39,505.85,1182.37,505.85,297.97,276.73,373.78,310.76,0,1,1,2,-1,-1,-14.41,58.92,750.42,38.92,60.16,747.89,-0.1,0.13,-0.99,-0.02,0.14,-0.99,0,0,0
7189,1,2,501.53,58.83,38.89,4.47,1,1406.75,507.73,1178.92,501.53,18.53,18.53,4.21,19.92,19.92,4.47,1401.25,511.99,1407.29,512.15,1176.48,505.84,1182.45,505.94,294.7,272.33,371.15,318.23,0,1,1,2,-1,-1,-14.45,58.83,749.74,38.89,60.15,747.83,-0.1,0.13,-0.99,-0.02,0.13,-0.99,0,0,0
7190,1,2,501.21,58.75,38.87,4.47,1,1406.8,507.77,1178.95,501.21,18.53,18.53,4.2,19.9,19.9,4.47,1401.3,512.08,1407.39,512.21,1176.5,505.81,1182.49,505.9,296.98,270.18,372.65,305.85,0,1,1,2,-1,-1,-14.45,58.75,748.97,38.87,60.13,747.47,-0.1,0.13,-0.99,-0.02,0.14,-0.99,0,0,0
7191,1,2,501.4,58.79,38.88,4.46,1,1406.93,507.61,1178.95,501.4,18.6,18.6,4.2,19.54,19.54,4.46,1401.34,512.01,1407.36,512.07,1176.51,505.61,1182.47,505.53,292.04,266.84,371.7,332.71,0,1,1,2,-1,-1,-14.45,58.79,749.1,38.88,60.2,747.53,-0.11,0.14,-0.98,-0.02,0.12,-0.99,0,0,0
7192,1,2,500.81,58.85,38.91,4.46,1,1406.79,507.19,1178.74,500.81,18.87,18.87,4.21,19.88,19.88,4.46,1401.18,511.66,1407.24,511.64,1176.42,505.31,1182.37,505.37,290.77,264.01,374.35,313.04,0,1,1,2,-1,-1,-14.41,58.85,748.72,38.91,60.28,747.88,-0.11,0.14,-0.98,-0.02,0.14,-0.99,0,0,0
7193,1,2,500.26,58.91,38.91,4.46,1,1406.84,506.93,1178.86,500.26,18.54,18.54,4.2,19.79,19.79,4.46,1401.1,511.27,1407.17,511.24,1176.29,505.08,1182.32,505.27,288.18,266.62,373.01,286.81,0,1,1,2,-1,-1,-14.39,58.91,748.27,38.91,60.27,747.32,-0.11,0.13,-0.98,-0.03,0.16,-0.99,0,0,0
7194,1,2,500.23,59,38.92,4.46,1,1406.42,506.49,1178.62,500.23,18.72,18.72,4.2,19.89,19.89,4.46,1400.99,510.85,1406.99,510.84,1176.11,504.77,1182.17,504.68,294.41,266.13,372.44,313.95,0,1,1,2,-1,-1,-14.35,59,748.19,38.92,60.34,746.83,-0.1,0.13,-0.99,-0.02,0.14,-0.99,0,0,0
7195,1,2,499.9,59.02,38.96,4.45,1,1406.48,506.09,1178.59,499.9,18.78,18.78,4.21,19.53,19.53,4.45,1400.75,510.38,1406.83,510.48,1175.97,504.6,1181.97,504.6,287.49,265.14,369.28,301.1,0,1,1,2,-1,-1,-14.28,59.02,747.23,38.96,60.37,746.78,-0.11,0.13,-0.98,-0.03,0.15,-0.99,0,0,0
7196,1,2,500.35,59.09,39.05,4.45,1,1406.43,506.06,1178.24,500.35,18.41,18.41,4.19,19.63,19.63,4.45,1400.72,510.33,1406.65,510.37,1175.86,504.77,1181.73,504.72,285.7,267.53,369.37,316.86,0,1,1,2,-1,-1,-14.27,59.09,747.85,39.05,60.4,747.65,-0.11,0.13,-0.98,-0.02,0.13,-0.99,0,0,0
7197,1,2,500.64,59.08,39.3,4.44,1,1404.2,506.09,1176.45,500.64,18.84,18.84,4.2,19.48,19.48,4.44,1399.59,510.35,1405.53,510.4,1174.87,504.97,1180.77,505.12,381.56,271.44,440.06,315.36,0,1,1,2,-1,-1,-14,59.08,747.83,39.3,60.37,748.15,-0.06,0.13,-0.99,0.02,0.13,-0.99,0,0,0
7198,1,2,500.98,58.95,39.39,4.44,1,1404,506.2,1175.87,500.98,18.19,18.19,4.18,19.81,19.81,4.44,1399.11,510.46,1405.25,510.42,1174.28,505.2,1180.33,505.34,367.73,275.4,445.88,323.24,0,1,1,2,-1,-1,-13.89,58.95,746.29,39.39,60.27,747.48,-0.07,0.13,-0.99,0.02,0.13,-0.99,0,0,0
7199,1,2,500.27,58.89,39.4,4.43,1,1403.56,506.45,1175.54,500.27,18.44,18.44,4.17,19.47,19.47,4.43,1399.02,510.55,1405.11,510.57,1174.21,505.26,1180.26,505.29,386.97,286.77,469.7,267.35,0,1,1,2,-1,-1,-13.85,58.89,745.89,39.4,60.25,747.31,-0.05,0.12,-0.99,0.03,0.16,-0.99,0,0,0
7200,1,1,0,58.9,0,0,1,1403.43,506.16,0,0,18.33,18.33,4.16,0,0,0,1398.94,510.43,1404.98,510.42,0,0,0,0,391.58,282.29,0,0,0,1,0,1,-1,-1,-13.82,58.9,745.66,0,0,0,-0.05,0.13,-0.99,0,0,0,0,0,0
7201,1,2,500.31,58.89,39.38,4.42,1,1403.51,505.96,1175.52,500.31,18.13,18.13,4.14,19.41,19.41,4.42,1398.81,510.27,1404.87,510.36,1173.94,505.24,1180.12,505.3,384.43,280.14,461.39,268.9,0,1,1,2,-1,-1,-13.79,58.89,745.23,39.38,60.15,746.11,-0.06,0.13,-0.99,0.02,0.16,-0.99,0,0,0
7202,1,2,500.87,58.86,39.44,4.4,1,1403.43,505.91,1175.56,500.87,18.13,18.13,4.13,19.2,19.2,4.4,1398.71,510.14,1404.86,510.16,1173.88,505.2,1179.91,505.25,384.87,287.07,449.78,322.89,0,1,1,2,-1,-1,-13.76,58.86,744.33,39.44,60.2,746.51,-0.06,0.13,-0.99,0.01,0.13,-0.99,0,0,0
7203,1,2,500.69,58.91,39.54,4.4,1,1403.31,505.24,1175.2,500.69,17.78,17.78,4.1,19.44,19.44,4.4,1398.7,509.83,1404.78,509.86,1173.77,505.04,1179.66,505.15,386.34,275.67,456.82,318.6,0,1,1,2,-1,-1,-13.74,58.91,744.08,39.54,60.33,747.71,-0.06,0.14,-0.99,0.02,0.13,-0.99,0,0,0
7204,1,2,500.87,58.98,39.57,4.4,1,1403.08,505.54,1175,500.87,18.42,18.42,4.11,19.67,19.67,4.4,1398.64,509.68,1404.63,509.7,1173.56,504.95,1179.52,505.08,390.87,294.08,456.7,329.96,0,1,1,2,-1,-1,-13.72,58.98,744.47,39.57,60.33,747.48,-0.05,0.12,-0.99,0.02,0.12,-0.99,0,0,0
7205,1,2,500.34,59.06,39.6,4.39,1,1403.14,505.47,1175.24,500.34,18.38,18.38,4.11,19.3,19.3,4.39,1398.52,509.57,1404.46,509.59,1173.37,504.93,1179.38,505.21,386.5,297.4,444.53,297.19,0,1,1,2,-1,-1,-13.7,59.06,745.21,39.6,60.29,747.22,-0.06,0.12,-0.99,0,0.15,-0.99,0,0,0
7206,1,2,500.55,58.94,39.59,4.37,1,1402.77,505.56,1175.28,500.55,18.3,18.3,4.11,19.04,19.04,4.37,1398.22,509.8,1404.34,509.85,1173.23,505.14,1179.29,505.31,390.38,294.81,430.19,301.48,0,1,1,2,-1,-1,-13.64,58.94,744.37,39.59,60.2,746.59,-0.05,0.13,-0.99,0,0.15,-0.99,0,0,0
7207,1,2,501.03,58.91,39.56,4.37,1,1402.83,505.81,1174.79,501.03,18.2,18.2,4.1,19.52,19.52,4.37,1398.2,509.95,1404.25,510.09,1173.13,505.43,1179.25,505.4,388.2,297.78,449.53,323.6,0,1,1,2,-1,-1,-13.63,58.91,744.55,39.56,60.08,745.65,-0.06,0.12,-0.99,0.02,0.13,-0.99,0,0,0
7208,1,1,0,58.84,0,0,1,1402.79,505.79,0,0,18.08,18.08,4.09,0,0,0,1398.17,510.19,1404.25,510.25,0,0,0,0,388.96,290.56,0,0,0,1,0,1,-1,-1,-13.62,58.84,744.3,0,0,0,-0.06,0.13,-0.99,0,0,0,0,0,0
7209,1,2,501.58,58.84,39.55,4.38,1,1402.9,506.06,1174.94,501.58,18.18,18.18,4.09,19.57,19.57,4.38,1398.25,510.3,1404.28,510.31,1173.14,505.91,1179.21,506.12,389.16,296.88,442.2,321.35,0,1,1,2,-1,-1,-13.64,58.84,744.57,39.55,59.93,745.49,-0.06,0.13,-0.99,0.01,0.13,-0.99,0,0,0
7210,1,2,501.53,58.85,39.53,4.37,1,1402.83,505.96,1174.29,501.53,18.08,18.08,4.08,19.32,19.32,4.37,1398.37,510.3,1404.38,510.32,1173.24,505.94,1179.27,506.24,391.05,292.44,482.75,309.18,0,1,1,2,-1,-1,-13.67,58.85,744.71,39.53,59.91,745.44,-0.05,0.13,-0.99,0.04,0.14,-0.99,0,0,0
7211,1,2,501.66,58.91,39.5,4.37,1,1403.09,505.86,1174.86,501.66,17.94,17.94,4.07,19.5,19.5,4.37,1398.42,510.2,1404.41,510.27,1173.33,505.9,1179.37,506.03,387.09,289.6,452.48,325.18,0,1,1,2,-1,-1,-13.68,58.91,745.17,39.5,59.93,745.33,-0.06,0.13,-0.99,0.02,0.13,-0.99,0,0,0
7212,1,2,501.25,58.94,39.53,4.37,1,1403.05,505.78,1175.06,501.25,18.01,18.01,4.06,19.31,19.31,4.37,1398.44,510.14,1404.41,510.17,1173.41,505.73,1179.36,505.66,387.55,289.63,444.92,319.29,0,1,1,2,-1,-1,-13.69,58.94,745.39,39.53,60.05,746,-0.06,0.13,-0.99,0.01,0.13,-0.99,0,0,0
7213,1,2,500.94,59.02,39.56,4.35,1,1402.92,505.62,1175.01,500.94,17.94,17.94,4.06,19.15,19.15,4.35,1398.51,510.08,1404.41,510.13,1173.42,505.42,1179.35,505.41,390.5,283.22,445.7,317.35,0,1,1,2,-1,-1,-13.71,59.02,746.24,39.56,60.15,746.54,-0.05,0.14,-0.99,0.02,0.14,-0.99,0,0,0
7214,1,2,500.89,59.06,39.59,4.35,1,1402.99,505.55,1175.14,500.89,18.14,18.14,4.06,19.17,19.17,4.35,1398.43,510,1404.42,510.03,1173.48,505.39,1179.36,505.37,389.26,283.89,442.78,315.9,0,1,1,2,-1,-1,-13.71,59.06,746.42,39.59,60.22,747.21,-0.06,0.14,-0.99,0.01,0.14,-0.99,0,0,0
7215,1,2,501.31,59.09,39.6,4.37,1,1403.18,505.29,1174.79,501.31,18.07,18.07,4.06,19.75,19.75,4.37,1398.46,510.01,1404.44,510.06,1173.47,505.39,1179.38,505.36,384.58,263.34,452.61,337.16,0,1,1,2,-1,-1,-13.72,59.09,746.85,39.6,60.24,747.47,-0.07,0.15,-0.99,0.03,0.12,-0.99,0,0,0
7216,1,2,500.65,59.15,39.63,4.37,1,1403.39,505.75,1175.1,500.65,18.08,18.08,4.06,19.43,19.43,4.37,1398.58,510.11,1404.47,510.16,1173.49,505.38,1179.4,505.35,378.62,280.31,445.5,302.4,0,1,1,2,-1,-1,-13.76,59.15,747.94,39.63,60.3,748.16,-0.07,0.13,-0.99,0.01,0.15,-0.99,0,0,0
7217,1,2,500.91,59.17,39.58,4.36,1,1403.28,505.81,1175.46,500.91,17.93,17.93,4.06,19.22,19.22,4.36,1398.63,510.2,1404.54,510.26,1173.64,505.42,1179.62,505.46,381.12,277.67,440.38,312.5,0,1,1,2,-1,-1,-13.79,59.17,748.5,39.58,60.27,748.04,-0.06,0.14,-0.99,0.01,0.14,-0.99,0,0,0
7218,1,2,500.93,59.12,39.52,4.36,1,1403.43,505.84,1175.35,500.93,18.12,18.12,4.06,19.24,19.24,4.36,1398.69,510.3,1404.73,510.36,1173.83,505.5,1179.87,505.49,379.09,273.47,451.19,311.01,0,1,1,2,-1,-1,-13.81,59.12,748.2,39.52,60.25,747.91,-0.07,0.14,-0.99,0.02,0.14,-0.99,0,0,0
7219,1,2,500.92,59.09,39.45,4.35,1,1403.72,506.13,1175.62,500.92,18.03,18.03,4.06,19.07,19.07,4.35,1398.89,510.38,1404.95,510.39,1174.16,505.45,1180.16,505.43,375.21,280.03,454.03,310.96,0,1,1,2,-1,-1,-13.85,59.09,747.99,39.45,60.27,748.05,-0.07,0.13,-0.99,0.02,0.14,-0.99,0,0,0
7220,1,2,501.12,59.05,39.16,4.34,1,1405.63,506.51,1177.58,501.12,18.27,18.27,4.07,19.27,19.27,4.34,1399.94,510.6,1405.92,510.72,1175.33,505.41,1181.35,505.42,276.76,280.31,405.52,324.19,0,1,1,2,-1,-1,-14.1,59.05,748.31,39.16,60.25,747.73,-0.11,0.12,-0.99,-0.01,0.13,-0.99,0,0,0
7221,1,2,500.78,59.12,38.9,4.34,1,1407.1,506.13,1179.41,500.78,18.5,18.5,4.09,19.19,19.19,4.34,1400.82,510.57,1406.7,510.65,1176.2,505.28,1182.3,505.36,212.47,263.49,305.49,315.77,0,1,1,2,-1,-1,-14.31,59.12,749.03,38.9,60.21,746.97,-0.14,0.14,-0.98,-0.06,0.14,-0.99,0,0,0
7222,1,2,500.72,59.13,38.87,4.33,1,1406.69,506.71,1179.32,500.72,18.26,18.26,4.09,19.15,19.15,4.33,1400.73,510.58,1406.71,510.58,1176.19,505.24,1182.29,505.35,252.29,296.17,309.9,313.36,0,1,1,2,-1,-1,-14.3,59.13,749,38.87,60.17,746.36,-0.13,0.11,-0.99,-0.05,0.14,-0.99,0,0,0
7223,1,2,500.6,59.17,38.89,4.33,1,1407.1,506.15,1179.39,500.6,18.62,18.62,4.11,19.3,19.3,4.33,1400.78,510.41,1406.73,510.59,1176.17,505.19,1182.2,505.3,215.85,267.01,306.84,310.1,0,1,1,2,-1,-1,-14.32,59.17,749.33,38.89,60.19,746.42,-0.14,0.13,-0.98,-0.06,0.14,-0.99,0,0,0
7224,1,2,501.08,59.28,38.85,4.33,1,1407.04,506.03,1178.99,501.08,18.29,18.29,4.11,19.3,19.3,4.33,1400.8,510.38,1406.63,510.51,1176.08,505.19,1182.22,505.32,214.96,260.88,316.56,340.41,0,1,1,2,-1,-1,-14.33,59.28,750.54,38.85,60.11,745.48,-0.14,0.14,-0.98,-0.04,0.12,-0.99,0,0,0
7225,1,2,500.53,59.37,38.83,4.34,1,1407.06,505.94,1178.7,500.53,18.47,18.47,4.12,19.57,19.57,4.34,1400.79,510.35,1406.62,510.45,1176.08,505.15,1182.19,505.28,212.65,255.66,359.58,307.19,0,1,1,2,-1,-1,-14.35,59.37,751.53,38.83,60.08,745.03,-0.14,0.14,-0.98,-0.03,0.15,-0.99,0,0,0
7226,1,2,500.39,59.41,38.78,4.33,1,1406.95,506.18,1179.13,500.39,18.51,18.51,4.14,18.92,18.92,4.33,1400.74,510.38,1406.6,510.44,1176.1,505.12,1182.24,505.29,214.55,268.52,322.26,302.64,0,1,1,2,-1,-1,-14.35,59.41,752.09,38.78,60.02,744.19,-0.14,0.13,-0.98,-0.05,0.15,-0.99,0,0,0
7227,1,2,500.33,59.41,38.72,4.33,1,1406.73,506.44,1179.14,500.33,18.52,18.52,4.15,19.37,19.37,4.33,1400.73,510.37,1406.65,510.43,1176.11,505.11,1182.28,505.25,230.22,291.33,324.91,301.39,0,1,1,2,-1,-1,-14.35,59.41,752.1,38.72,59.94,743.24,-0.13,0.11,-0.98,-0.05,0.15,-0.99,0,0,0
